TPD ID	Activity Type	Target Symbols	Target IDs	Cell Line	Activity
TPD-VNEHUV	DC50	ER	P03372	T-47D	A
TPD-87JLYN	DC50	ER	P03372	T-47D	A
TPD-NQNV7U	DC50	ER	P03372	T-47D	B
TPD-RJD0LZ	DC50	ER	P03372	T-47D	A
TPD-G98HK5	DC50	ER	P03372	T-47D	A
TPD-H0S19N	DC50	ER	P03372	T-47D	A
TPD-N7CI0W	DC50	ER	P03372	T-47D	A
TPD-62DYWI	DC50	ER	P03372	T-47D	C
TPD-E3QWYT	DC50	ER	P03372	T-47D	B
TPD-A32PRB	DC50	ER	P03372	T-47D	C
TPD-D18KX7	DC50	ER	P03372	T-47D	B
TPD-GH0EJ1	DC50	ER	P03372	T-47D	C
TPD-G8586A	DC50	ER	P03372	T-47D	C
TPD-BQ7ZOX	DC50	ER	P03372	T-47D	A
TPD-IBSA98	DC50	ER	P03372	T-47D	A
TPD-AFMSMH	DC50	ER	P03372	T-47D	A
TPD-0KQBOQ	DC50	ER	P03372	T-47D	A
TPD-25G3RN	DC50	ER	P03372	T-47D	C
TPD-DL107W	DC50	ER	P03372	T-47D	C
TPD-LRC5YO	DC50	ER	P03372	T-47D	C
TPD-IQS5CQ	DC50	ER	P03372	T-47D	C
TPD-R6RM0P	DC50	ER	P03372	T-47D	B
TPD-0EUBU4	DC50	ER	P03372	T-47D	B
TPD-IJZSFU	DC50	ER	P03372	T-47D	A
TPD-0VGZPN	DC50	ER	P03372	T-47D	C
TPD-MSASQE	DC50	ER	P03372	T-47D	C
TPD-TDEKKD	DC50	ER	P03372	T-47D	B
TPD-UPLSVI	DC50	ER	P03372	T-47D	C
TPD-ZUBUWV	DC50	ER	P03372	T-47D	B
TPD-1T0QEO	DC50	ER	P03372	T-47D	C
TPD-36RIF2	DC50	ER	P03372	T-47D	A
TPD-7338LU	DC50	ER	P03372	T-47D	B
TPD-9E4OQN	DC50	ER	P03372	T-47D	A
TPD-WM9IN6	DC50	ER	P03372	T-47D	B
TPD-VVU5C2	DC50	ER	P03372	T-47D	C
TPD-50D6UL	DC50	ER	P03372	T-47D	C
TPD-32LR5Q	DC50	ER	P03372	T-47D	B
TPD-WKW6RY	DC50	ER	P03372	T-47D	B
TPD-5YHG7T	DC50	ER	P03372	T-47D	C
TPD-TQE3UN	DC50	ER	P03372	T-47D	B
TPD-31TU8Q	DC50	ER	P03372	T-47D	B
TPD-TM6QLN	DC50	ER	P03372	T-47D	B
TPD-MLLZ5C	DC50	ER	P03372	T-47D	C
TPD-GLH23K	DC50	ER	P03372	T-47D	C
TPD-MAT2X5	DC50	ER	P03372	T-47D	C
TPD-0R6WFA	DC50	ER	P03372	T-47D	B
TPD-VUMGTJ	DC50	ER	P03372	T-47D	B
TPD-K44NNT	DC50	ER	P03372	T-47D	C
TPD-MQ0KFQ	DC50	ER	P03372	T-47D	C
TPD-MU9R9F	DC50	ER	P03372	T-47D	C
TPD-0YVQP7	DC50	ER	P03372	T-47D	C
TPD-TZZ65H	DC50	ER	P03372	T-47D	B
TPD-87I8QM	DC50	ER	P03372	T-47D	B
TPD-GXOGG5	DC50	ER	P03372	T-47D	C
TPD-QMH392	DC50	ER	P03372	T-47D	C
TPD-72J82N	DC50	ER	P03372	T-47D	C
TPD-3CG5MS	DC50	ER	P03372	T-47D	B
TPD-JPI08E	DC50	ER	P03372	T-47D	B
TPD-KIRA2B	DC50	ER	P03372	T-47D	C
TPD-2X3C8I	DC50	ER	P03372	T-47D	C
TPD-ICDVR7	DC50	ER	P03372	T-47D	C
TPD-5OI53I	DC50	ER	P03372	T-47D	C
TPD-H2JI0N	DC50	ER	P03372	T-47D	B
TPD-AC0JVL	DC50	ER	P03372	T-47D	B
TPD-Z8M6B6	DC50	ER	P03372	T-47D	C
TPD-Q9QKYN	DC50	ER	P03372	T-47D	C
TPD-R3A9BX	DC50	ER	P03372	T-47D	C
TPD-5Z1D8J	DC50	ER	P03372	T-47D	C
TPD-UCN9QS	DC50	ER	P03372	T-47D	B
TPD-IHPQNE	DC50	ER	P03372	T-47D	B
TPD-Q284CE	DC50	ER	P03372	T-47D	C
TPD-WUE78M	DC50	ER	P03372	T-47D	C
TPD-ZUKZZ1	DC50	ER	P03372	T-47D	C
TPD-LWCRR6	DC50	ER	P03372	T-47D	C
TPD-68IFFP	DC50	ER	P03372	T-47D	C
TPD-6RZBSZ	DC50	ER	P03372	T-47D	C
TPD-PK2ZQJ	DC50	ER	P03372	T-47D	C
TPD-J25QHR	DC50	ER	P03372	T-47D	C
TPD-LNIE9O	DC50	ER	P03372	T-47D	C
TPD-EF6P6I	DC50	ER	P03372	T-47D	B
TPD-E7Y3TI	DC50	ER	P03372	T-47D	C
TPD-RG8D34	DC50	ER	P03372	T-47D	B
TPD-D0RCHW	DC50	ER	P03372	T-47D	B
TPD-OYNAOO	DC50	ER	P03372	T-47D	B
TPD-SY8CCT	DC50	ER	P03372	T-47D	-
TPD-US816W	DC50	ER	P03372	T-47D	B
TPD-OZ629H	DC50	ER	P03372	T-47D	-
TPD-K49KSN	DC50	ER	P03372	T-47D	C
TPD-VG2GNZ	DC50 	.	.	SW1573	D
TPD-6B276H	DC50 	.	.	SW1573	D
TPD-7CHQKE	DC50 	.	.	SW1573	D
TPD-ZBJ15A	DC50 	.	.	SW1573	A
TPD-I9E2TC	DC50 	.	.	SW1573	D
TPD-8M7W91	DC50 	.	.	SW1573	A
TPD-9IOJW9	DC50 	.	.	SW1573	A
TPD-8UO8W9	DC50 	.	.	SW1573	A
TPD-6JOMTX	DC50 	.	.	SW1573	A
TPD-3GECMO	DC50 	.	.	SW1573	A
TPD-P2T5KS	DC50 	.	.	SW1573	A
TPD-6GUO9N	DC50 	.	.	SW1573	D
TPD-6SMNSQ	DC50 	.	.	SW1573	D
TPD-0D2NGD	DC50 	.	.	SW1573	A
TPD-NSH27W	DC50 	.	.	SW1573	B
TPD-45AFBG	DC50 	.	.	SW1573	A
TPD-DU0YSJ	DC50 	.	.	SW1573	A
TPD-Z8K8N5	DC50 	.	.	SW1573	D
TPD-SI5W5I	DC50 	.	.	SW1573	A
TPD-6B425C	DC50 	.	.	SW1573	A
TPD-V4AMV8	DC50 	.	.	SW1573	A
TPD-QAYYN7	DC50 	.	.	SW1573	A
TPD-GEKBP4	DC50 	.	.	SW1573	A
TPD-7EHRSF	DC50 	.	.	SW1573	A
TPD-88U1TW	DC50 	.	.	SW1573	A
TPD-5ZFNLK	DC50 	.	.	SW1573	A
TPD-XR9D6F	DC50 	.	.	SW1573	A
TPD-YIIFSA	DC50 	.	.	SW1573	A
TPD-QNFHO8	DC50 	.	.	SW1573	A
TPD-GMPMQQ	DC50 	.	.	SW1573	A
TPD-AP7RHE	DC50 	.	.	SW1573	A
TPD-LFYMNF	DC50 	.	.	SW1573	C
TPD-ZUKNF3	DC50 	.	.	SW1573	A
TPD-JDJ0S8	DC50 	.	.	SW1573	A
TPD-B6K6O4	DC50 	.	.	SW1573	A
TPD-0LTWMZ	DC50 	.	.	SW1573	D
TPD-2N6N0Q	DC50 	.	.	SW1573	A
TPD-PV880P	DC50 	.	.	SW1573	A
TPD-0CXJZO	DC50 	.	.	SW1573	A
TPD-6SL8QF	DC50 	.	.	SW1573	A
TPD-9PUK7K	DC50 	.	.	SW1573	A
TPD-S9HMIL	DC50 	.	.	SW1573	A
TPD-GZUK0T	DC50 	.	.	SW1573	A
TPD-LEZQ96	DC50 	.	.	SW1573	D
TPD-7C6YWH	DC50 	.	.	SW1573	B
TPD-3RA0SV	DC50 	.	.	SW1573	C
TPD-CNUN15	DC50 	.	.	SW1573	A
TPD-SI3CI4	DC50 	.	.	SW1573	A
TPD-7KKO3P	DC50 	.	.	SW1573	A
TPD-60YR05	DC50 	.	.	SW1573	A
TPD-8HEQWI	DC50 	.	.	SW1573	B
TPD-HMUNZ0	DC50 	.	.	SW1573	B
TPD-HLDS2R	DC50 	.	.	SW1573	A
TPD-3MMO6M	DC50 	.	.	SW1573	A
TPD-CX8YHS	DC50 	.	.	SW1573	A
TPD-FELIUL	DC50 	.	.	SW1573	A
TPD-NBM2XO	DC50 	.	.	SW1573	C
TPD-IAS91E	DC50 	.	.	SW1573	A
TPD-9GFGOZ	DC50 	.	.	SW1573	A
TPD-8QRKFL	DC50 	.	.	SW1573	A
TPD-OW8JHZ	DC50 	.	.	SW1573	A
TPD-AIR1IY	DC50 	.	.	SW1573	B
TPD-53R9N7	DC50 	.	.	SW1573	A
TPD-ABBCY4	DC50 	.	.	SW1573	B
TPD-IKTC4Z	DC50 	.	.	SW1573	C
TPD-NVIB93	DC50 	.	.	SW1573	A
TPD-IAHFPP	DC50 	.	.	SW1573	A
TPD-YTKW85	DC50 	.	.	SW1573	A
TPD-0W744A	DC50 	.	.	SW1573	A
TPD-9EDE2M	DC50 	.	.	SW1573	D
TPD-VE8G6S	DC50 	.	.	SW1573	A
TPD-C7M8FD	DC50 	.	.	SW1573	A
TPD-WFR1JV	DC50 	.	.	SW1573	A
TPD-1E2LLY	DC50 	.	.	SW1573	B
TPD-NTMV3M	DC50 	.	.	SW1573	A
TPD-CAAR99	DC50 	.	.	SW1573	B
TPD-CRDALY	DC50 	.	.	SW1573	D
TPD-R46LA3	DC50 	.	.	SW1573	A
TPD-C1ADGQ	DC50 	.	.	SW1573	A
TPD-GH5YLB	DC50 	.	.	SW1573	D
TPD-0VV4SQ	DC50 	.	.	SW1573	D
TPD-QTD8Y2	DC50 	.	.	SW1573	A
TPD-1BTVXI	DC50 	.	.	SW1573	D
TPD-I0V819	DC50 	.	.	SW1573	B
TPD-7I7AB1	DC50 	.	.	SW1573	A
TPD-GB07OC	DC50 	.	.	SW1573	A
TPD-K2LLGQ	DC50 	.	.	SW1573	D
TPD-XMDLJP	DC50 	.	.	SW1573	A
TPD-6PDMRU	DC50 	.	.	SW1573	D
TPD-OBM1CJ	DC50 	.	.	SW1573	B
TPD-EA22J0	DC50 	.	.	SW1573	B
TPD-IDSVVU	DC50 	.	.	SW1573	A
TPD-FDT2J8	DC50 	.	.	SW1573	A
TPD-KW7XSH	DC50 	.	.	SW1573	A
TPD-H3BSTJ	DC50 	.	.	SW1573	A
TPD-Y2IWSB	DC50 	.	.	SW1573	A
TPD-N6UOT7	DC50 	.	.	SW1573	B
TPD-144VFG	DC50 	.	.	SW1573	A
TPD-12VB7D	DC50 	.	.	SW1573	A
TPD-Q5RGQK	DC50 	.	.	SW1573	A
TPD-KEQQSZ	DC50 	.	.	SW1573	A
TPD-TZHY29	DC50 	.	.	SW1573	D
TPD-SO808H	DC50 	.	.	SW1573	A
TPD-WTDW5K	DC50 	.	.	SW1573	D
TPD-SXG1M1	DC50 	.	.	SW1573	A
TPD-HZ6XGN	DC50 	.	.	SW1573	D
TPD-ANX3PW	DC50 	.	.	SW1573	A
TPD-HSGB66	DC50 	.	.	SW1573	D
TPD-OAMKCR	DC50 	.	.	SW1573	D
TPD-WQMDR5	DC50 	.	.	SW1573	A
TPD-6NB2PQ	DC50 	.	.	SW1573	A
TPD-X0Q962	DC50 	.	.	SW1573	A
TPD-57TDPH	DC50 	.	.	SW1573	A
TPD-ZHP4MA	DC50 	.	.	SW1573	A
TPD-C8SVCU	DC50 	.	.	SW1573	A
TPD-MF6CL0	DC50 	.	.	SW1573	D
TPD-OGGYM3	DC50 	.	.	SW1573	A
TPD-4BCV9K	DC50 	.	.	SW1573	B
TPD-5TEZWG	DC50 	.	.	SW1573	D
TPD-013DLN	DC50 	.	.	SW1573	A
TPD-QJMG1U	DC50 	.	.	SW1573	B
TPD-U06O6H	DC50 	.	.	SW1573	C
TPD-IRYBWU	DC50 	.	.	SW1573	D
TPD-0PPBFJ	DC50 	.	.	SW1573	A
TPD-R9H567	DC50 	.	.	SW1573	D
TPD-6KWEN3	DC50 	.	.	SW1573	D
TPD-ZS4JX4	DC50 	.	.	SW1573	A
TPD-N74AWU	DC50 	.	.	SW1573	D
TPD-FDOKKC	DC50 	.	.	SW1573	A
TPD-13B8QU	DC50 	.	.	SW1573	A
TPD-J877W4	DC50 	.	.	SW1573	A
TPD-F9FA2N	DC50 	.	.	SW1573	A
TPD-CD7E23	DC50 	.	.	SW1573	B
TPD-L55IK1	DC50 	.	.	SW1573	B
TPD-OOTOI7	DC50 	.	.	SW1573	C
TPD-EYBXM0	DC50 	.	.	SW1573	B
TPD-GZYPYK	DC50 	.	.	SW1573	A
TPD-3CW4M9	DC50 	.	.	SW1573	D
TPD-J5LES1	DC50 	.	.	SW1573	D
TPD-ITQ38R	DC50 	.	.	SW1573	B
TPD-2LWEY9	DC50 	.	.	SW1573	D
TPD-IHX8W2	DC50 	.	.	SW1573	A
TPD-6JMKW5	DC50 	.	.	SW1573	D
TPD-C7019M	DC50 	.	.	SW1573	C
TPD-ZIAF2P	DC50 	.	.	SW1573	A
TPD-BLSD4Q	DC50 	.	.	SW1573	A
TPD-ZBJ15A	Dmax	.	.	SW1573	A
TPD-8M7W91	Dmax	.	.	SW1573	A
TPD-9IOJW9	Dmax	.	.	SW1573	A
TPD-8UO8W9	Dmax	.	.	SW1573	A
TPD-6JOMTX	Dmax	.	.	SW1573	A
TPD-3GECMO	Dmax	.	.	SW1573	A
TPD-P2T5KS	Dmax	.	.	SW1573	A
TPD-0D2NGD	Dmax	.	.	SW1573	A
TPD-NSH27W	Dmax	.	.	SW1573	A
TPD-45AFBG	Dmax	.	.	SW1573	A
TPD-DU0YSJ	Dmax	.	.	SW1573	A
TPD-SI5W5I	Dmax	.	.	SW1573	A
TPD-6B425C	Dmax	.	.	SW1573	A
TPD-V4AMV8	Dmax	.	.	SW1573	A
TPD-QAYYN7	Dmax	.	.	SW1573	A
TPD-GEKBP4	Dmax	.	.	SW1573	A
TPD-7EHRSF	Dmax	.	.	SW1573	A
TPD-88U1TW	Dmax	.	.	SW1573	A
TPD-5ZFNLK	Dmax	.	.	SW1573	A
TPD-XR9D6F	Dmax	.	.	SW1573	A
TPD-YIIFSA	Dmax	.	.	SW1573	A
TPD-QNFHO8	Dmax	.	.	SW1573	A
TPD-GMPMQQ	Dmax	.	.	SW1573	A
TPD-AP7RHE	Dmax	.	.	SW1573	A
TPD-LFYMNF	Dmax	.	.	SW1573	A
TPD-ZUKNF3	Dmax	.	.	SW1573	A
TPD-JDJ0S8	Dmax	.	.	SW1573	A
TPD-B6K6O4	Dmax	.	.	SW1573	A
TPD-2N6N0Q	Dmax	.	.	SW1573	A
TPD-PV880P	Dmax	.	.	SW1573	A
TPD-0CXJZO	Dmax	.	.	SW1573	A
TPD-6SL8QF	Dmax	.	.	SW1573	A
TPD-9PUK7K	Dmax	.	.	SW1573	A
TPD-S9HMIL	Dmax	.	.	SW1573	A
TPD-GZUK0T	Dmax	.	.	SW1573	A
TPD-7C6YWH	Dmax	.	.	SW1573	A
TPD-3RA0SV	Dmax	.	.	SW1573	A
TPD-CNUN15	Dmax	.	.	SW1573	A
TPD-SI3CI4	Dmax	.	.	SW1573	A
TPD-7KKO3P	Dmax	.	.	SW1573	A
TPD-60YR05	Dmax	.	.	SW1573	A
TPD-8HEQWI	Dmax	.	.	SW1573	A
TPD-HMUNZ0	Dmax	.	.	SW1573	A
TPD-HLDS2R	Dmax	.	.	SW1573	A
TPD-3MMO6M	Dmax	.	.	SW1573	A
TPD-CX8YHS	Dmax	.	.	SW1573	A
TPD-FELIUL	Dmax	.	.	SW1573	A
TPD-NBM2XO	Dmax	.	.	SW1573	A
TPD-IAS91E	Dmax	.	.	SW1573	A
TPD-9GFGOZ	Dmax	.	.	SW1573	A
TPD-8QRKFL	Dmax	.	.	SW1573	A
TPD-OW8JHZ	Dmax	.	.	SW1573	A
TPD-AIR1IY	Dmax	.	.	SW1573	A
TPD-53R9N7	Dmax	.	.	SW1573	A
TPD-ABBCY4	Dmax	.	.	SW1573	A
TPD-IKTC4Z	Dmax	.	.	SW1573	A
TPD-NVIB93	Dmax	.	.	SW1573	A
TPD-IAHFPP	Dmax	.	.	SW1573	A
TPD-YTKW85	Dmax	.	.	SW1573	A
TPD-0W744A	Dmax	.	.	SW1573	A
TPD-VE8G6S	Dmax	.	.	SW1573	A
TPD-C7M8FD	Dmax	.	.	SW1573	A
TPD-WFR1JV	Dmax	.	.	SW1573	A
TPD-1E2LLY	Dmax	.	.	SW1573	A
TPD-NTMV3M	Dmax	.	.	SW1573	A
TPD-CAAR99	Dmax	.	.	SW1573	A
TPD-R46LA3	Dmax	.	.	SW1573	A
TPD-C1ADGQ	Dmax	.	.	SW1573	A
TPD-QTD8Y2	Dmax	.	.	SW1573	A
TPD-I0V819	Dmax	.	.	SW1573	A
TPD-7I7AB1	Dmax	.	.	SW1573	A
TPD-GB07OC	Dmax	.	.	SW1573	A
TPD-XMDLJP	Dmax	.	.	SW1573	A
TPD-OBM1CJ	Dmax	.	.	SW1573	A
TPD-EA22J0	Dmax	.	.	SW1573	A
TPD-IDSVVU	Dmax	.	.	SW1573	A
TPD-FDT2J8	Dmax	.	.	SW1573	A
TPD-KW7XSH	Dmax	.	.	SW1573	A
TPD-H3BSTJ	Dmax	.	.	SW1573	A
TPD-Y2IWSB	Dmax	.	.	SW1573	A
TPD-N6UOT7	Dmax	.	.	SW1573	A
TPD-144VFG	Dmax	.	.	SW1573	A
TPD-12VB7D	Dmax	.	.	SW1573	A
TPD-Q5RGQK	Dmax	.	.	SW1573	A
TPD-KEQQSZ	Dmax	.	.	SW1573	A
TPD-SO808H	Dmax	.	.	SW1573	A
TPD-SXG1M1	Dmax	.	.	SW1573	A
TPD-ANX3PW	Dmax	.	.	SW1573	A
TPD-WQMDR5	Dmax	.	.	SW1573	A
TPD-6NB2PQ	Dmax	.	.	SW1573	A
TPD-X0Q962	Dmax	.	.	SW1573	A
TPD-57TDPH	Dmax	.	.	SW1573	A
TPD-ZHP4MA	Dmax	.	.	SW1573	A
TPD-C8SVCU	Dmax	.	.	SW1573	A
TPD-OGGYM3	Dmax	.	.	SW1573	A
TPD-4BCV9K	Dmax	.	.	SW1573	A
TPD-013DLN	Dmax	.	.	SW1573	A
TPD-QJMG1U	Dmax	.	.	SW1573	A
TPD-U06O6H	Dmax	.	.	SW1573	A
TPD-0PPBFJ	Dmax	.	.	SW1573	A
TPD-ZS4JX4	Dmax	.	.	SW1573	A
TPD-FDOKKC	Dmax	.	.	SW1573	A
TPD-13B8QU	Dmax	.	.	SW1573	A
TPD-J877W4	Dmax	.	.	SW1573	A
TPD-F9FA2N	Dmax	.	.	SW1573	A
TPD-CD7E23	Dmax	.	.	SW1573	A
TPD-L55IK1	Dmax	.	.	SW1573	A
TPD-OOTOI7	Dmax	.	.	SW1573	A
TPD-EYBXM0	Dmax	.	.	SW1573	A
TPD-GZYPYK	Dmax	.	.	SW1573	A
TPD-ITQ38R	Dmax	.	.	SW1573	A
TPD-IHX8W2	Dmax	.	.	SW1573	A
TPD-C7019M	Dmax	.	.	SW1573	A
TPD-ZIAF2P	Dmax	.	.	SW1573	A
TPD-BLSD4Q	Dmax	.	.	SW1573	A
TPD-BO96DD	DC50_1	.	.	.	C
TPD-VO6RUS	DC50_1	.	.	.	C
TPD-6GP37O	DC50_1	.	.	.	C
TPD-H5M3XT	DC50_1	.	.	.	C
TPD-I2731S	DC50_1	.	.	.	B
TPD-XQWOQJ	DC50_1	.	.	.	C
TPD-CUK0MZ	DC50_1	.	.	.	C
TPD-U9MZ52	DC50_1	.	.	.	A
TPD-96GHDC	DC50_1	.	.	.	A
TPD-8AO727	DC50_1	.	.	.	A
TPD-E3BD32	DC50_1	.	.	.	A
TPD-K7CQ03	DC50_1	.	.	.	A
TPD-UM2KCS	DC50_1	.	.	.	A
TPD-WIF0TF	DC50_1	.	.	.	B
TPD-7DU7FJ	DC50_1	.	.	.	B
TPD-NGPDDJ	DC50_1	.	.	.	C
TPD-SVXW7P	DC50_1	.	.	.	C
TPD-2BGDTT	DC50_1	.	.	.	B
TPD-ZIJFI5	DC50_1	.	.	.	C
TPD-62FGFI	DC50_1	.	.	.	A
TPD-0JQVR0	DC50_1	.	.	.	C
TPD-Q9HQ0P	DC50_1	.	.	.	C
TPD-7JEKZP	DC50_1	.	.	.	C
TPD-B5UDV8	DC50_1	.	.	.	A
TPD-2IR69E	DC50_1	.	.	.	C
TPD-KRBVZB	DC50_1	.	.	.	A
TPD-ITSA97	DC50_1	.	.	.	C
TPD-LWYZO6	DC50_1	.	.	.	A
TPD-KRBVZB	DC50_2	.	.	.	+++
TPD-ITSA97	DC50_2	.	.	.	+++
TPD-LWYZO6	DC50_2	.	.	.	+
TPD-SYAW5T	DC50_2	.	.	.	+++
TPD-MMHC4I	DC50_2	.	.	.	+++
TPD-MGSMF2	DC50_2	.	.	.	+++
TPD-6HPE1S	DC50_2	.	.	.	+++
TPD-56II01	DC50_2	.	.	.	+++
TPD-W7FDZ2	DC50_2	.	.	.	+++
TPD-UMW7KB	DC50_2	.	.	.	+++
TPD-6KIAI0	DC50_2	.	.	.	+++
TPD-TW4G7I	DC50_2	.	.	.	+++
TPD-FK6064	DC50_2	.	.	.	+
TPD-CJIY3H	DC50_2	.	.	.	+++
TPD-4WMS2N	DC50_2	.	.	.	+
TPD-GHNYEN	DC50_2	.	.	.	+++
TPD-R0CK0I	DC50_2	.	.	.	+
TPD-VM70G7	DC50_2	.	.	.	+
TPD-2JRPDR	DC50_2	.	.	.	+
TPD-3ILQ4O	DC50_2	.	.	.	+++
TPD-46X2W3	DC50_2	.	.	.	+++
TPD-FZXU8L	DC50_2	.	.	.	+++
TPD-QRQ472	DC50_2	.	.	.	+++
TPD-3EX1KW	DC50_2	.	.	.	+++
TPD-U2MWRF	DC50_2	.	.	.	+++
TPD-UZBW4L	DC50_2	.	.	.	+++
TPD-V6S9ZS	DC50_2	.	.	.	+++
TPD-PT9TGE	DC50_2	.	.	.	+++
TPD-6CJ95Z	DC50_2	.	.	.	+++
TPD-V4NTGU	DC50_2	.	.	.	+++
TPD-UTW4ZN	DC50_2	.	.	.	+++
TPD-LE0H43	DC50_2	.	.	.	+++
TPD-BXC190	DC50_2	.	.	.	+++
TPD-UZDFRG	DC50_2	.	.	.	+++
TPD-F2UC7X	DC50_2	.	.	.	+++
TPD-4LED6Q	DC50_2	.	.	.	+++
TPD-IBS4L8	DC50_2	.	.	.	+++
TPD-GWMW4A	DC50_2	.	.	.	+++
TPD-GBOB1R	DC50_2	.	.	.	+++
TPD-WRUCI3	DC50_2	.	.	.	+++
TPD-SQA71Q	DC50_2	.	.	.	+++
TPD-T41S36	DC50_2	.	.	.	+++
TPD-MAPIRP	DC50_2	.	.	.	+++
TPD-VX4EIR	DC50_2	.	.	.	+++
TPD-960N9N	DC50_2	.	.	.	+++
TPD-7X4C86	DC50_2	.	.	.	+++
TPD-E33LY8	DC50_2	.	.	.	+++
TPD-RZ5A9D	DC50_2	.	.	.	+
TPD-FB778C	DC50_2	.	.	.	+++
TPD-0SQBO8	DC50_2	.	.	.	+
TPD-JJXDOK	DC50_2	.	.	.	+++
TPD-6ZRS8V	DC50_2	.	.	.	+
TPD-X2GKHW	DC50_2	.	.	.	+++
TPD-T3MKC5	DC50_2	.	.	.	+++
TPD-LQI5QN	DC50_2	.	.	.	+++
TPD-IOJ2CT	DC50_2	.	.	.	+
TPD-6SIXSE	DC50_2	.	.	.	+
TPD-D7I5UG	DC50_2	.	.	.	+++
TPD-KBUTJA	DC50_2	.	.	.	+++
TPD-NMGG72	DC50_2	.	.	.	+++
TPD-CX0N8X	DC50_2	.	.	.	+++
TPD-YY1GB7	DC50_2	.	.	.	+++
TPD-70QJEH	DC50_2	.	.	.	+++
TPD-NLL2PD	DC50_2	.	.	.	+++
TPD-KTY1FL	DC50_2	.	.	.	+++
TPD-LU8TKV	DC50_2	.	.	.	+
TPD-IS8L1E	DC50_2	.	.	.	+++
TPD-VC3CYE	DC50_2	.	.	.	+++
TPD-8LHS7X	DC50_2	.	.	.	+++
TPD-QWK4A6	DC50_2	.	.	.	++
TPD-KQIV8Z	DC50_2	.	.	.	+++
TPD-RCZLKT	DC50_2	.	.	.	+
TPD-JGM9NP	DC50_2	.	.	.	+
TPD-4Z0V2V	DC50_2	.	.	.	+++
TPD-LKX3KF	DC50_2	.	.	.	+++
TPD-KIH156	DC50_2	.	.	.	+++
TPD-C70LHZ	DC50_2	.	.	.	+++
TPD-ABUJXF	DC50_2	.	.	.	+
TPD-76BD8Z	DC50_2	.	.	.	+++
TPD-OFV71K	DC50_2	.	.	.	+
TPD-G7N2D0	DC50_2	.	.	.	+++
TPD-QOWDWD	DC50_2	.	.	.	+++
TPD-KN9M7Q	DC50_2	.	.	.	+++
TPD-2VHZJG	DC50_2	.	.	.	+++
TPD-F05B4K	DC50_2	.	.	.	+
TPD-U36W5O	DC50_2	.	.	.	+++
TPD-TFON1T	DC50_2	.	.	.	+
TPD-E7JBXJ	DC50_2	.	.	.	+
TPD-Q8MORU	DC50_2	.	.	.	+++
TPD-BH3VCU	DC50_2	.	.	.	+++
TPD-EJSLDH	DC50_2	.	.	.	+++
TPD-XE8DVI	DC50	Wee1	P30291	NCI-H146	+++
TPD-YQMHH4	DC50	Wee1	P30291	NCI-H146	+++
TPD-UDOJ6J	DC50	Wee1	P30291	NCI-H146	+++
TPD-NB688C	DC50	Wee1	P30291	NCI-H146	+++
TPD-56GZZK	DC50	Wee1	P30291	NCI-H146	+++
TPD-2AXVWP	DC50	Wee1	P30291	NCI-H146	+++
TPD-L32OYB	DC50	Wee1	P30291	NCI-H146	+++
TPD-2FW73Z	DC50	Wee1	P30291	NCI-H146	+++
TPD-PVY6HU	DC50	Wee1	P30291	NCI-H146	+++
TPD-IFNSNA	DC50	Wee1	P30291	NCI-H146	+++
TPD-72EK28	DC50	Wee1	P30291	NCI-H146	+++
TPD-DDS6U7	DC50	Wee1	P30291	NCI-H146	+++
TPD-VU1Q85	DC50	Wee1	P30291	NCI-H146	+++
TPD-3CRB83	DC50	Wee1	P30291	NCI-H146	+++
TPD-40C3UI	DC50	Wee1	P30291	NCI-H146	+++
TPD-M4YFQ5	DC50	Wee1	P30291	NCI-H146	+++
TPD-ZBYMGX	DC50	Wee1	P30291	NCI-H146	+++
TPD-910ANF	DC50	Wee1	P30291	NCI-H146	+++
TPD-NE392E	DC50	Wee1	P30291	NCI-H146	+++
TPD-K5X68L	DC50	Wee1	P30291	NCI-H146	+++
TPD-ROFUO9	DC50	Wee1	P30291	NCI-H146	+++
TPD-VW0SPM	DC50	Wee1	P30291	NCI-H146	+++
TPD-XSTHPE	DC50	Wee1	P30291	NCI-H146	+++
TPD-V6DDGX	DC50	Wee1	P30291	NCI-H146	+++
TPD-T4YCPK	DC50	Wee1	P30291	NCI-H146	+++
TPD-B715Z4	DC50	Wee1	P30291	NCI-H146	+++
TPD-2N5QUL	DC50	Wee1	P30291	NCI-H146	+++
TPD-RGNZU6	DC50	Wee1	P30291	NCI-H146	+++
TPD-79F8J5	DC50	Wee1	P30291	NCI-H146	+++
TPD-H5J0EQ	DC50	Wee1	P30291	NCI-H146	+++
TPD-XZVELY	DC50	Wee1	P30291	NCI-H146	+++
TPD-Y80K8J	DC50	Wee1	P30291	NCI-H146	+
TPD-H1LXF8	DC50	Wee1	P30291	NCI-H146	+
TPD-E5YLS5	DC50	Wee1	P30291	NCI-H146	+++
TPD-P12RAI	DC50	Wee1	P30291	NCI-H146	+++
TPD-GE92RT	DC50	Wee1	P30291	NCI-H146	+++
TPD-3F5V93	DC50	Wee1	P30291	NCI-H146	+++
TPD-NDM17B	DC50	Wee1	P30291	NCI-H146	+++
TPD-8KEXVI	DC50	Wee1	P30291	NCI-H146	+++
TPD-4VNGMC	DC50	Wee1	P30291	NCI-H146	+++
TPD-K79PIM	DC50	Wee1	P30291	NCI-H146	+++
